payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
False,True,0,False,False,False,False,False,True,False,False,True,6816.95,True,105.7,True,0
False,True,0,True,True,False,True,True,False,True,True,True,6668.0,True,99.55,False,0
False,False,0,False,False,False,False,False,False,True,True,False,1857.85,True,25.1,False,0
False,True,0,True,False,False,False,False,False,False,False,False,1879.25,False,89.1,False,0
False,False,0,False,False,True,False,False,False,True,True,False,494.9,True,19.65,False,0
True,True,0,False,False,False,True,True,False,False,False,False,319.15,True,80.6,False,1
True,True,0,True,False,False,True,False,True,False,True,False,1087.45,True,61.5,True,0
False,False,0,True,False,True,True,True,True,True,False,True,6719.9,True,92.3,False,0
False,True,0,True,False,True,True,True,True,False,False,False,940.262578458905,True,61.23979123024637,False,1
False,True,1,True,False,False,True,False,False,False,False,True,2867.75,True,104.3,False,1
False,True,0,True,True,False,False,True,True,False,True,True,1539.4211999020408,True,89.45527472217002,False,1
False,True,0,False,True,False,False,True,False,False,False,False,1761.45,False,88.7,False,1
True,False,1,True,False,False,True,True,False,False,False,False,1055.9,False,54.0,True,0
False,True,0,False,True,False,False,False,False,False,False,False,69.41387138265539,True,69.41387138265539,False,1
False,True,0,True,True,False,True,True,False,False,False,True,1935.7943818032911,False,104.14170184541065,False,1
True,True,0,False,False,False,False,True,False,False,False,False,45.464015823334115,False,45.464015823334115,False,1
False,True,0,False,True,True,True,True,True,False,False,True,6886.831522571361,True,103.34978399367112,True,1
False,True,0,False,False,True,False,True,False,False,False,False,134.7,False,69.8,False,1
True,True,0,True,False,True,False,True,True,False,False,False,110.59569384265319,True,52.54797593988247,False,1
False,True,0,False,True,False,True,False,True,False,False,True,364.28769786068045,True,92.2930496742941,False,1
False,False,0,False,False,True,False,True,False,True,True,True,3409.1,True,63.35,False,0
False,True,0,True,False,True,False,False,False,False,False,False,2832.75,False,50.55,False,0
False,False,0,False,False,False,False,False,False,False,False,False,156.25,True,20.15,False,1
False,False,1,False,False,True,False,False,False,False,False,True,2467.75,False,88.3,False,1
False,False,1,True,False,False,False,False,False,True,False,False,3103.25,False,59.85,False,0
False,True,0,True,True,False,False,False,True,True,False,True,3580.95,True,49.2,False,0
False,True,0,False,True,False,False,False,False,False,False,True,1062.1,False,96.0,False,1
True,False,0,False,False,False,False,True,False,True,True,False,581.85,False,20.6,False,0
False,True,0,False,True,False,False,True,False,False,False,False,704.3,False,73.8,False,0
False,True,0,True,False,False,True,True,True,False,False,True,4138.9,False,86.95,True,0
False,True,1,True,True,False,False,True,True,False,False,True,3186.653095221045,False,99.38666976982421,False,1
False,True,0,False,True,False,False,False,False,False,False,False,74.5,False,74.5,False,1
False,False,0,False,True,False,False,False,True,False,False,False,1358.6,False,77.8,False,0
False,True,1,True,True,False,False,False,True,False,False,True,7112.15,True,105.6,True,0
False,True,0,False,True,False,False,False,True,False,True,False,4106.377040900725,True,79.97490478552147,False,1
False,False,0,False,True,False,False,False,False,False,False,True,97.1,True,44.6,False,1
False,True,0,False,False,True,False,False,True,False,True,False,1215.45,True,58.85,True,0
False,True,1,False,False,False,True,True,True,False,True,True,5139.65,True,72.9,True,0
False,True,0,False,False,True,False,True,True,False,True,False,2651.2,True,55.8,True,0
False,True,0,False,True,False,False,True,True,False,True,True,3512.5,False,94.7,False,0
True,True,0,False,False,False,False,True,False,False,False,False,53.50683949136938,False,53.50683949136938,False,1
True,True,0,False,False,False,False,False,False,False,True,False,168.6685632093408,True,19.85227504417653,False,1
False,False,0,False,False,True,False,True,False,False,False,False,576.65,True,19.8,True,0
False,True,0,False,False,True,True,False,False,False,False,True,450.8,False,70.75,False,1
False,True,1,False,False,False,False,True,False,False,True,True,362.6,True,34.55,False,0
False,True,1,False,True,False,False,False,False,False,False,False,142.35,False,70.65,False,1
False,True,1,False,True,False,True,True,False,False,False,True,526.95,False,43.65,False,1
False,True,1,False,True,False,False,False,False,False,False,False,70.9488681725471,False,70.9488681725471,False,1
False,True,0,True,False,True,True,True,True,False,True,True,7537.5,True,104.9,True,0
False,True,0,True,True,False,True,True,False,False,False,True,711.6511541987525,True,51.43910668891796,False,1
False,True,0,False,True,True,False,False,False,False,False,False,85.63565688574054,False,85.63565688574054,False,1
False,False,0,False,False,True,False,False,True,False,True,False,3431.75,True,50.55,True,0
False,True,1,False,True,False,False,True,False,False,False,True,3021.6,True,84.1,False,1
False,True,0,False,True,False,False,True,False,False,True,True,3026.3238741158325,True,84.65111864684714,True,1
False,False,0,False,True,False,False,False,False,False,False,False,97.5,False,23.9,True,0
True,False,0,False,False,False,False,True,False,False,False,False,46.35,False,19.35,False,0
False,True,0,False,True,False,False,True,False,False,False,False,69.85051227339933,False,69.85051227339933,False,1
False,True,0,True,True,True,True,True,False,False,False,True,5279.206310107899,True,104.97777214527768,True,1
False,True,0,False,True,False,False,True,True,False,True,True,383.7526092183548,True,79.92320167606452,False,1
False,True,0,False,True,False,False,True,True,False,False,False,74.75773674590614,False,74.75773674590614,False,1
False,True,0,True,True,False,False,True,False,True,True,True,5285.397093733695,True,94.18144943426593,False,1
False,True,0,False,False,True,True,True,False,False,False,True,865.1,False,95.1,False,0
False,False,0,True,False,False,True,True,True,True,False,False,3888.65,False,53.95,False,0
False,False,0,False,False,True,False,False,False,False,False,True,2462.55,True,95.0,False,0
False,False,0,False,False,False,False,True,False,False,True,False,798.2,True,19.5,True,0
False,True,0,True,True,False,False,False,False,False,False,False,141.5187771546957,True,75.2045989195047,False,1
False,True,0,False,True,False,False,False,True,False,False,False,945.079563155519,False,77.01108850337283,False,1
False,True,0,False,True,False,False,True,True,False,False,True,820.7246298946914,False,101.39620290103149,False,1
False,True,0,False,True,False,False,True,False,False,False,True,167.96621132218064,False,85.00209468086102,False,1
True,True,0,False,False,True,False,True,False,False,False,False,54.995892988318275,True,20.1379400369659,False,1
False,True,0,False,False,False,False,True,True,True,False,True,7459.05,False,100.9,False,0
False,True,0,False,True,False,False,True,True,False,False,True,5610.25,True,94.4,True,1
False,True,0,True,False,True,True,False,False,True,True,False,4254.1,True,64.15,False,0
False,False,0,False,False,False,False,False,False,True,True,False,1078.75,True,20.1,False,0
False,False,1,False,True,False,False,False,False,False,False,False,127.1,False,45.0,False,1
False,True,0,True,True,False,False,False,True,False,False,True,4483.95,False,100.3,True,0
False,False,0,False,True,False,False,True,False,False,False,False,45.75,False,45.75,False,1
False,True,0,True,False,False,True,False,True,False,False,True,4527.45,False,114.5,False,1
True,False,0,False,False,True,True,True,True,False,True,True,229.9973216581302,True,61.05103744004603,False,1
False,False,0,True,False,False,False,True,False,False,False,False,2603.3,False,80.1,True,0
False,True,0,False,True,False,False,True,True,False,False,False,145.15,False,79.45,False,0
False,True,0,False,False,True,True,True,True,False,True,True,5106.399077208133,True,106.91601235159519,True,1
False,True,0,False,False,True,False,True,False,False,False,True,1359.0,True,102.25,False,1
False,False,0,False,False,False,False,False,False,False,True,True,4968.0,True,88.9,True,0
False,True,0,True,True,False,False,False,False,False,False,False,762.25,False,50.15,False,1
False,True,0,False,True,False,False,True,True,False,True,False,1456.385865188288,True,84.5462943349702,False,1
False,False,0,True,True,False,True,True,False,False,True,False,2823.0,True,89.3,False,0
False,False,0,False,True,True,False,True,False,False,False,True,200.14080931892846,False,52.17171314426421,False,1
True,True,0,False,False,False,False,True,False,False,False,False,20.25,False,20.25,False,0
False,False,0,False,True,False,False,False,True,False,False,False,357.15,False,29.15,False,0
True,True,0,False,True,False,False,False,True,False,False,True,1124.0399329355248,False,92.79003962900806,False,1
False,True,0,False,False,True,False,False,True,False,False,True,2249.1,False,98.7,False,0
True,True,0,False,True,False,False,True,True,False,True,True,1085.2441565560237,False,68.75328092588138,False,1
True,False,0,True,False,False,True,False,True,True,True,True,5526.75,True,88.1,False,0
False,True,0,True,True,True,False,True,True,False,True,True,2843.635044717956,True,92.91051149580655,True,1
False,True,0,True,True,False,True,True,False,False,False,True,1615.5959364361395,False,90.92730710352889,False,1
True,True,0,False,True,False,True,False,True,False,False,True,549.9473316703093,False,99.6484197807316,False,1
True,True,0,False,True,False,False,True,False,False,False,True,178.91219970315163,False,86.15831791545236,False,1
False,True,0,False,False,True,False,True,False,True,True,False,1414.65,True,19.8,False,0
False,True,0,True,False,False,True,False,False,False,False,False,2985.25,True,60.6,True,0
False,True,0,True,True,False,False,True,False,False,False,False,1127.35,False,54.45,False,1
False,True,0,False,True,False,False,False,False,False,True,True,249.30246306184043,True,80.17541051030673,False,1
True,False,0,False,False,False,False,True,False,True,True,False,828.85,True,20.7,False,0
False,True,0,False,True,False,True,True,True,False,False,True,1133.836925221115,False,90.15455906743149,False,1
True,True,0,False,False,True,False,True,True,False,True,False,212.43456509200806,False,27.627257621532262,False,1
False,True,0,False,True,False,False,True,False,False,False,False,24.4,False,24.4,False,0
False,True,0,True,True,True,True,True,True,False,True,True,6342.895831228623,True,94.67436309186299,True,1
False,True,0,False,True,False,False,True,False,False,False,False,69.15,True,69.15,False,1
False,False,0,False,False,False,True,False,False,False,False,False,651.55,False,53.8,True,0
True,True,0,False,False,False,False,False,False,False,False,False,50.2809013625632,False,50.2809013625632,False,1
False,True,0,False,True,False,False,True,False,False,False,False,45.27214790710601,False,45.27214790710601,False,1
False,True,1,True,False,False,False,False,False,True,False,True,6471.85,False,102.4,False,0
False,True,0,False,True,False,True,True,False,False,False,False,152.03705748509486,True,77.65822819011882,False,1
False,True,0,False,True,False,False,False,True,False,False,True,3027.4,False,50.8,False,1
False,True,0,True,False,True,True,True,True,True,True,True,4261.2,True,75.85,False,0
True,False,1,False,False,False,False,False,False,False,False,False,734.6,True,25.7,False,0
False,True,0,False,True,False,False,True,False,False,False,False,1059.55,False,84.45,False,1
False,True,0,False,True,False,False,True,False,False,False,False,435.0,False,69.1,False,0
True,False,0,True,False,False,False,True,True,False,True,False,2919.85,True,50.0,True,0
True,True,0,False,False,False,False,False,False,False,False,False,59.75,False,19.6,False,1
False,False,0,True,False,True,True,True,True,False,False,True,5791.1,False,114.35,True,0
True,True,0,False,True,False,True,False,True,False,True,False,1614.6927969251471,True,56.879176141843615,True,1
False,False,0,False,False,True,False,False,False,False,True,False,221.35,False,20.1,False,1
False,True,0,True,False,False,True,True,True,True,True,True,5882.75,False,86.5,False,0
False,True,0,False,False,False,False,True,False,False,False,True,2796.35,False,39.9,False,0
False,True,0,False,True,True,False,True,True,False,False,True,7112.7942915861495,True,103.67923772446004,False,1
False,True,0,False,True,False,False,False,True,False,False,True,545.2,True,105.3,False,1
False,True,0,False,True,False,False,True,False,False,False,False,79.34267168537986,False,79.34267168537986,False,1
False,True,1,False,True,False,False,True,False,False,False,True,279.55,True,94.6,False,1
False,True,0,False,True,False,True,False,False,False,False,True,1057.8229079343675,True,98.82853235817883,False,1
False,True,0,False,True,False,True,True,False,False,False,False,2088.8,False,80.5,False,1
True,True,0,False,False,False,False,True,False,False,True,False,75.45,False,20.05,False,0
False,True,0,False,True,False,False,False,False,False,False,True,56.25,False,56.25,False,1
False,False,1,False,False,False,False,True,False,False,False,True,1329.2,True,81.5,False,1
False,True,1,False,True,False,False,True,True,False,False,True,294.45,False,105.0,False,1
False,True,0,False,True,True,False,False,True,False,False,True,5142.571359490856,True,100.97211712636455,False,1
False,True,0,True,False,True,False,True,False,False,True,False,670.65,False,52.1,False,0
False,True,0,False,True,False,True,True,False,False,True,True,1874.2926190158441,True,90.1773034600708,True,1
True,True,0,True,False,False,True,True,False,False,True,False,50.36581140404935,False,50.36581140404935,False,1
False,False,1,False,True,False,True,False,False,False,False,True,2862.75,False,98.65,False,1
False,True,0,True,True,False,True,False,True,False,True,True,5438.898464612061,True,97.56975715109552,False,1
False,False,0,True,False,False,False,False,True,True,False,False,4265.0,False,59.75,False,0
True,True,0,False,True,False,True,True,False,False,True,False,341.10422432027553,False,83.58461392280135,False,1
False,True,0,False,True,False,True,False,False,False,False,True,5817.7,False,95.3,False,0
False,True,0,False,False,True,False,False,True,False,False,True,5676.65,True,103.65,False,0
True,True,0,False,False,False,False,False,False,False,False,False,50.45,False,50.45,False,1
False,True,1,False,True,False,False,False,False,False,False,False,1172.95,False,40.3,False,1
False,False,0,False,False,False,False,False,True,False,False,False,2015.8,True,79.3,False,0
False,True,0,False,True,False,False,True,False,False,False,False,69.63330617698459,False,69.63330617698459,False,1
False,False,0,False,True,False,False,True,False,True,False,False,1013.2,True,19.8,False,0
False,True,0,False,True,False,False,False,False,False,False,False,79.60146169402745,False,79.60146169402745,False,1
False,True,0,True,True,True,True,True,True,False,False,True,6887.1534745426425,True,103.21501919917499,True,1
False,True,0,False,True,False,False,False,False,False,True,True,78.80945344995716,False,78.80945344995716,False,1
True,True,0,False,True,False,False,True,False,False,False,True,1819.4423560510509,True,88.78560767043633,False,1
False,True,1,False,True,False,False,False,False,False,False,True,85.02189060695679,False,85.02189060695679,False,1
False,True,1,False,True,False,False,True,False,False,False,False,3171.15,True,85.7,False,1
False,False,0,True,False,True,False,True,True,True,True,False,4720.0,True,64.45,False,0
False,True,0,False,True,False,False,False,True,False,False,True,1112.8183347201202,False,81.15191743062202,False,1
True,True,0,False,False,False,False,True,False,False,True,False,49.66860450479538,False,49.66860450479538,False,1
False,True,0,False,True,False,False,True,False,False,True,False,49.85,False,49.85,False,0
False,False,0,False,True,False,False,True,False,False,False,False,520.0,False,73.6,False,1
True,True,0,False,False,False,True,True,True,False,True,False,1077.05,True,66.7,False,0
False,True,0,False,False,True,False,False,True,False,False,True,293.3,False,40.1,False,1
True,False,0,False,False,False,False,True,False,False,False,False,109.8,False,20.25,False,0
False,True,0,False,True,False,True,True,False,False,True,True,250.45539692504818,True,80.14499529336393,False,1
True,False,0,True,False,False,False,True,True,False,False,False,373.0,False,39.55,True,0
False,True,0,False,True,False,False,True,True,False,True,True,1989.6386458648947,False,91.47306549748686,False,1
False,False,0,False,False,True,False,True,True,False,True,True,3600.65,True,78.75,True,0
False,True,0,False,True,False,False,True,False,False,False,False,572.45,False,74.85,False,0
False,False,0,False,False,False,False,False,False,False,False,True,3532.25,False,83.85,False,0
True,False,0,True,False,False,False,False,False,False,False,False,1654.45,False,59.0,True,0
True,False,0,True,False,False,True,False,False,True,True,True,7576.7,True,107.45,False,0
False,True,0,False,True,False,False,True,True,False,True,False,74.39393123370719,False,74.39393123370719,False,1
False,True,0,False,False,True,False,False,False,False,False,True,2564.95,False,44.85,False,0
False,False,0,True,False,True,True,False,True,True,False,True,6223.8,True,85.75,False,0
False,True,1,False,True,False,False,True,False,False,False,False,4040.2,True,89.2,False,0
False,True,1,False,True,False,False,False,True,False,False,False,204.99201081748885,False,77.90884959257016,False,1
False,False,0,False,False,False,True,True,True,True,False,False,2651.1,False,80.6,False,0
False,True,1,False,True,False,False,False,True,False,True,True,1096.6,True,39.1,True,0
False,True,1,True,True,False,False,False,False,False,False,True,2754.45,True,101.25,False,1
True,False,0,False,False,False,False,True,False,True,False,False,1657.4,False,24.55,False,0
False,True,0,False,False,False,False,True,True,False,False,True,4882.8,True,107.75,False,0
False,True,0,False,True,False,False,False,False,False,True,False,200.2,True,69.55,False,0
False,True,0,False,False,True,True,False,False,False,False,False,1505.15,False,54.9,False,0
False,True,0,True,True,False,False,True,True,False,False,True,5033.028166360345,True,99.18394793399733,False,1
False,True,0,False,True,False,False,False,False,False,False,False,75.13754982647487,False,75.13754982647487,False,1
False,True,0,False,False,False,True,False,False,True,True,True,4615.9,True,69.9,False,0
False,True,0,True,True,True,True,True,False,False,False,True,290.0781117591538,False,98.87145063556062,False,1
False,True,0,True,False,True,True,False,True,True,True,True,8456.75,True,116.8,False,0
False,True,0,False,True,False,True,True,False,False,False,True,453.4,False,96.1,False,1
False,True,0,True,False,False,False,True,False,False,True,True,1549.75,True,75.9,True,0
False,True,0,False,True,False,False,True,True,False,False,False,773.65,False,94.0,False,1
True,False,0,False,False,False,False,True,False,False,True,False,19.75,False,19.75,False,1
True,True,0,False,False,False,False,True,False,True,False,False,419.4,False,19.7,False,0
False,True,0,True,False,True,True,False,True,False,False,True,2312.55,True,90.1,True,0
False,True,0,False,True,False,False,True,False,True,False,False,1816.2,True,24.5,False,0
False,True,0,False,True,False,False,True,True,False,True,True,4749.15,True,99.35,False,1
False,True,1,False,True,False,False,False,False,False,False,False,69.70602883893673,False,69.70602883893673,False,1
True,False,0,False,False,False,True,True,False,False,True,False,76.30044337133296,True,20.97771729644917,False,1
False,True,0,False,True,False,True,True,False,False,True,True,4917.9,True,97.95,True,0
False,True,0,True,False,True,False,False,False,False,True,True,6311.2,True,99.65,True,0
False,False,0,False,False,True,False,True,True,False,True,False,74.6,True,74.6,False,0
False,True,1,False,True,False,False,False,False,False,True,False,69.38653512163738,True,69.38653512163738,False,1
True,True,0,False,True,False,False,True,False,False,False,True,808.9790952884682,False,77.18662095417834,False,1
False,True,0,False,False,False,False,False,False,False,False,False,39.85,False,20.7,False,0
True,False,0,True,False,False,True,True,True,True,False,False,3047.15,True,65.65,False,0
False,True,0,False,True,False,False,False,True,False,False,False,389.95,False,31.65,False,0
False,True,0,False,True,False,False,False,False,False,False,False,84.6,False,84.6,False,0
False,False,0,False,True,False,False,False,False,False,True,False,683.75,True,19.35,False,0
False,True,0,True,False,False,False,True,False,False,False,True,2317.1,False,101.35,False,1
False,True,0,False,True,False,False,True,False,False,False,True,35.46040473695784,False,35.46040473695784,False,1
True,False,0,False,False,False,False,True,False,False,True,False,439.75,True,20.25,True,0
False,True,1,False,True,False,False,False,True,False,False,True,829.55,False,105.5,False,1
False,True,0,False,False,False,False,False,False,False,False,False,679.8,False,19.25,True,0
False,False,0,False,True,False,False,True,True,False,False,True,235.05,False,84.3,False,0
False,False,0,True,False,True,False,False,True,False,True,False,2016.45,False,55.6,True,0
False,False,0,False,False,False,True,True,False,False,False,False,593.75,False,50.25,False,1
True,False,0,False,False,False,False,False,False,False,False,False,475.25,False,24.8,False,0
False,True,1,True,False,False,True,False,True,True,False,True,7904.25,True,109.7,False,0
False,False,0,True,False,True,False,True,False,False,True,True,2649.15,True,94.65,False,1
False,True,1,True,True,False,True,True,False,False,False,True,3249.8194330230895,True,51.472195151099925,True,1
False,True,0,False,True,False,False,True,False,False,False,False,164.16931963883255,False,76.07575229691145,False,1
True,False,0,False,False,False,True,True,True,False,False,False,60.1,False,60.1,False,1
False,True,1,False,True,False,True,True,False,False,False,True,2471.25,False,73.0,True,0
False,True,0,False,True,False,False,True,False,False,False,False,111.4794517317135,True,19.643035725145634,False,1
False,True,0,False,True,False,False,True,False,False,False,True,3064.298495034861,False,84.87447356335656,False,1
False,True,0,True,True,True,True,True,True,True,True,True,6444.678025783465,True,102.49821235478734,True,1
False,True,0,False,True,False,True,True,True,False,False,True,4401.30352991951,True,101.02839927571517,False,1
True,True,0,False,False,True,False,True,True,False,False,False,214.39420379905528,True,20.57043800330028,False,1
False,False,0,True,True,False,False,True,True,False,False,False,5769.6,True,89.75,True,1
True,True,0,True,False,False,True,False,False,False,True,True,5953.0,True,109.6,False,0
False,False,0,False,True,False,False,False,False,False,True,False,321.4,True,20.4,False,0
False,True,0,True,True,False,True,True,True,True,False,True,5573.680939874468,True,94.56572669421212,False,1
False,True,0,False,True,False,True,False,False,False,False,True,1095.65,False,89.4,False,1
False,False,0,False,True,False,False,False,False,False,False,False,70.5,False,70.5,False,1
False,True,0,True,True,True,False,False,False,False,False,True,1369.9743162684374,True,90.11289913947479,False,1
False,True,1,False,True,False,False,True,False,False,False,False,73.77820920478969,True,73.77820920478969,False,1
False,False,0,True,False,False,False,True,True,True,False,True,4741.45,True,70.95,False,0
False,True,0,True,True,False,False,True,True,False,True,False,4539.004092375935,True,100.12906401774312,False,1
False,True,0,True,False,False,True,True,True,True,False,True,5980.55,True,82.3,False,0
False,True,0,False,True,False,False,False,False,False,False,False,70.23386575283803,False,70.23386575283803,False,1
False,False,0,True,True,False,False,False,False,False,False,False,1249.25,False,54.4,False,0
True,False,0,True,True,False,False,True,False,False,True,True,878.1136683320123,True,43.66244464734913,False,1
False,True,1,False,True,False,False,True,True,False,False,True,2659.9329260263794,True,84.1075548530401,False,1
True,True,0,False,True,False,True,True,True,False,False,True,893.7488175799612,True,95.0531495212878,False,1
False,False,0,False,False,False,False,False,False,False,False,False,505.95,True,45.9,False,0
False,False,1,False,False,False,False,False,False,False,False,False,106.8,False,19.5,False,0
False,False,0,True,False,True,True,False,False,True,True,False,2545.7,True,35.7,False,0
False,True,0,True,True,False,True,True,False,False,True,True,386.34659419138654,True,98.83114554472371,False,1
False,False,1,False,True,False,True,True,True,False,False,True,2172.05,True,107.05,False,0
True,False,0,False,False,False,False,True,False,False,False,False,20.25,False,20.25,False,1
False,True,0,False,True,False,False,True,False,False,False,False,242.32032927720027,False,78.59357551903086,False,1
True,True,0,False,True,False,False,True,False,False,False,True,524.7156305329922,True,77.684928502808,False,1
False,True,0,True,True,True,False,True,False,False,False,True,288.15785427106215,False,95.45591679120936,False,1
True,True,0,False,False,False,False,True,False,False,False,False,20.05,False,20.05,False,0
False,True,0,True,False,False,True,False,False,False,True,False,5327.25,True,86.8,False,0
False,True,0,True,False,False,True,True,True,False,True,True,5317.8,True,113.45,True,0
False,False,0,True,False,False,False,False,False,False,False,False,709.5,False,50.1,False,0
True,True,0,False,False,False,False,False,False,False,False,True,53.87966756195545,False,53.87966756195545,False,1
False,True,0,False,True,False,False,False,False,False,False,True,2757.85,False,83.35,False,1
False,True,0,True,True,False,True,False,True,True,False,True,6460.846805417339,False,111.72691939197061,True,1
False,True,1,False,True,False,False,True,False,False,True,False,1381.8,True,51.0,True,0
False,True,0,False,True,False,False,True,True,False,False,True,523.1711643474646,False,79.63560608122415,False,1
False,True,0,True,True,False,False,False,False,False,True,False,346.45,True,29.6,False,0
False,True,0,False,True,False,False,True,True,False,True,False,827.6793866220222,True,74.48800239953393,False,1
False,True,0,False,False,False,True,True,False,False,False,False,251.75,True,79.65,False,1
True,False,0,False,False,False,False,True,False,True,False,False,1025.05,False,19.65,False,0
False,True,0,True,True,False,True,True,True,False,True,True,5826.65,False,105.85,True,0
False,True,1,False,True,False,True,True,True,False,True,True,2747.2,True,76.05,False,0
False,True,0,True,False,False,True,False,False,False,False,False,2003.6,True,60.85,False,0
False,True,0,False,True,False,True,False,False,False,True,True,3243.45,True,104.2,False,1
False,True,0,False,True,False,False,True,True,False,False,True,1146.70549566034,True,99.06720029853724,False,1
True,True,0,False,False,False,True,False,True,False,False,False,1439.35,False,56.15,False,0
True,False,0,False,False,False,False,False,False,True,True,False,309.25,True,19.35,False,0
False,True,0,False,True,False,False,True,True,False,False,True,196.39309820709767,True,53.19731321213831,False,1
False,False,0,False,False,False,False,False,False,False,False,True,778.1,False,95.65,False,1
True,True,0,False,False,False,False,False,False,False,True,False,36.55,True,24.4,False,1
False,True,0,False,True,False,False,False,False,False,False,True,801.3970555449089,False,78.84241778327973,False,1
False,True,1,False,True,False,False,False,True,False,False,False,4370.25,False,79.5,False,1
True,False,0,True,False,False,False,False,False,True,False,True,3593.8,False,79.2,False,0
False,True,1,False,True,False,False,True,False,False,False,True,39.65,False,39.65,False,1
False,True,0,False,False,False,True,True,True,True,False,True,3958.25,False,73.9,False,0
False,True,0,False,True,False,False,True,False,False,False,False,338.6200167513059,False,76.41839805268297,False,1
False,True,0,True,True,False,True,True,False,False,False,True,3942.0469317116363,False,87.22181962631112,False,1
False,True,1,False,False,False,False,False,True,False,False,False,6223.3,False,95.45,False,0
False,True,0,True,False,True,True,False,True,False,False,False,2976.95,False,78.9,False,0
False,True,0,False,True,False,False,True,True,True,False,True,3950.6277097448333,True,78.90068424773611,False,1
True,True,0,False,False,False,False,True,False,False,False,False,348.15,False,44.4,False,0
True,True,0,False,False,False,False,True,False,False,False,False,1474.9,True,50.0,False,0
False,True,0,False,False,False,False,True,True,False,False,False,6602.9,True,95.0,True,0
False,True,0,True,False,False,True,False,True,True,True,True,6096.9,True,83.7,False,0
False,False,0,False,False,True,False,False,False,True,True,False,730.4,True,19.7,False,0
False,True,0,False,True,False,False,True,False,False,False,False,143.81866975053336,False,79.55661017676003,False,1
False,True,0,False,True,False,False,False,False,False,False,False,706.6,False,74.75,False,1
False,False,0,True,False,True,True,True,True,False,False,False,6590.8,False,104.5,True,0
True,False,1,False,False,False,False,True,False,False,False,False,85.15,False,44.95,False,1
False,True,1,False,True,False,False,True,False,False,False,False,71.65,False,71.65,False,1
False,True,0,False,False,False,False,False,True,False,False,False,5121.75,False,94.75,True,0
False,True,1,False,True,False,False,True,False,False,False,True,477.7,False,89.5,False,1
False,False,1,False,False,False,False,True,False,False,False,False,429.55,False,20.5,True,0
False,False,0,True,False,False,False,False,False,False,False,False,2070.75,True,40.65,False,0
False,False,0,False,True,False,False,False,False,False,False,True,497.55,False,83.9,False,1
False,True,0,False,True,True,True,False,True,False,True,False,3301.6416705330575,True,84.82808047522268,False,1
False,True,0,False,True,False,True,True,False,False,False,False,152.30303762846668,True,79.06996895109243,False,1
False,False,0,False,True,False,False,True,False,False,False,False,316.2,False,25.0,False,0
False,True,0,False,False,True,True,False,True,False,False,True,5042.75,False,94.45,True,0
False,False,0,False,False,False,False,True,False,False,False,False,49.65,True,20.0,False,0
False,True,0,True,True,False,True,True,False,True,False,False,3175.85,False,59.2,False,0
True,False,0,False,False,False,False,True,False,False,False,False,607.7,False,19.8,True,0
False,True,0,False,True,False,False,False,False,True,False,True,5464.65,False,95.25,False,1
False,True,1,True,True,False,True,False,True,True,False,False,7168.25,True,99.4,False,0
False,False,0,True,False,False,False,True,True,False,False,False,5692.65,True,89.45,True,0
False,True,0,False,False,False,False,True,False,False,False,True,3440.25,True,95.0,False,0
False,True,0,False,False,True,True,True,True,False,False,True,6877.346151826652,True,101.0275144304248,True,1
False,True,1,False,True,False,False,True,False,False,False,True,950.2,True,80.45,False,1
True,True,0,True,True,False,True,True,False,False,False,False,53.596538998839364,False,53.596538998839364,False,1
False,True,0,True,True,True,False,True,False,False,False,True,1358.991552342915,True,102.14299634359037,False,1
False,False,0,False,False,False,True,False,True,True,True,True,2369.3,True,80.8,False,0
False,False,0,True,False,True,True,True,False,False,False,True,3375.9,True,80.45,True,0
True,False,0,False,False,False,False,True,False,True,False,False,1710.9,True,25.4,False,0
True,True,0,True,False,False,True,False,True,False,True,True,2847.2,True,71.35,False,0
False,True,0,True,True,True,True,True,False,False,False,True,822.4269100823637,False,99.75569548974991,False,1
False,True,0,False,True,True,False,True,True,False,False,False,816.1532495421756,True,83.07739335856955,False,1
True,True,0,False,False,False,False,True,True,False,False,True,80.46073114591758,False,80.46073114591758,False,1
True,True,0,True,False,False,True,True,True,True,False,True,5585.4,True,80.1,False,0
False,True,0,False,False,False,False,False,False,False,True,False,543.8,True,19.55,False,0
False,True,0,False,True,False,False,True,False,False,False,True,90.55,False,90.55,False,1
False,True,0,True,True,False,False,True,True,False,False,True,1081.45,False,104.4,False,1
False,True,0,True,False,False,False,True,False,False,True,False,1201.65,True,70.35,True,0
False,False,0,False,True,False,False,True,False,False,True,True,3835.55,True,100.0,True,0
False,True,0,False,True,False,False,False,False,False,True,True,2227.1,True,81.05,False,1
False,True,0,False,True,False,False,False,False,False,False,False,4458.15,True,77.75,False,1
True,False,0,False,False,False,False,True,False,False,True,False,184.1,False,20.4,False,0
False,False,0,False,False,False,False,False,False,False,False,False,215.8,False,74.4,False,1
False,True,0,False,False,False,False,False,False,False,False,False,624.6,False,80.0,False,0
False,True,0,False,True,False,False,True,True,False,True,True,336.5698721298827,False,84.95313932856305,False,1
False,True,0,True,False,True,True,True,False,True,True,True,6965.596041662643,True,106.64881199761027,True,1
