paperless_billing_Yes,senior_citizen,online_security_Yes,total_charges,payment_method_Electronic check,partner_Yes,tech_support_Yes,monthly_charges,type_One year,type_Two year,churn
True,0,False,78.80945344995716,True,False,False,78.80945344995716,False,False,1
True,0,False,1819.4423560510509,True,True,False,88.78560767043633,False,False,1
True,1,False,85.02189060695679,True,False,False,85.02189060695679,False,False,1
True,1,False,3171.15,True,True,False,85.7,False,False,1
False,0,True,4720.0,False,True,False,64.45,False,True,0
True,0,False,1112.8183347201202,True,False,False,81.15191743062202,False,False,1
True,0,False,49.66860450479538,False,False,False,49.66860450479538,False,False,1
True,0,False,49.85,True,False,False,49.85,False,False,0
False,0,False,520.0,True,False,False,73.6,False,False,1
True,0,False,1077.05,False,True,True,66.7,False,False,0
True,0,False,293.3,False,False,False,40.1,False,False,1
False,0,False,109.8,False,False,False,20.25,False,False,0
True,0,False,250.45539692504818,True,True,True,80.14499529336393,False,False,1
False,0,True,373.0,False,False,False,39.55,True,False,0
True,0,False,1989.6386458648947,True,False,False,91.47306549748686,False,False,1
False,0,False,3600.65,False,True,False,78.75,True,False,0
True,0,False,572.45,True,False,False,74.85,False,False,0
False,0,False,3532.25,False,False,False,83.85,False,False,0
False,0,True,1654.45,False,False,False,59.0,True,False,0
False,0,True,7576.7,False,True,True,107.45,False,True,0
True,0,False,74.39393123370719,True,False,False,74.39393123370719,False,False,1
True,0,False,2564.95,False,False,False,44.85,False,False,0
False,0,True,6223.8,False,True,True,85.75,False,True,0
True,1,False,4040.2,True,True,False,89.2,False,False,0
True,1,False,204.99201081748885,True,False,False,77.90884959257016,False,False,1
False,0,False,2651.1,False,False,True,80.6,False,True,0
True,1,False,1096.6,True,True,False,39.1,True,False,0
True,1,True,2754.45,True,True,False,101.25,False,False,1
False,0,False,1657.4,False,False,False,24.55,False,True,0
True,0,False,4882.8,False,True,False,107.75,False,False,0
True,0,False,200.2,True,True,False,69.55,False,False,0
True,0,False,1505.15,False,False,True,54.9,False,False,0
True,0,True,5033.028166360345,True,True,False,99.18394793399733,False,False,1
True,0,False,75.13754982647487,True,False,False,75.13754982647487,False,False,1
True,0,False,4615.9,False,True,True,69.9,False,True,0
True,0,True,290.0781117591538,True,False,True,98.87145063556062,False,False,1
True,0,True,8456.75,False,True,True,116.8,False,True,0
True,0,False,453.4,True,False,True,96.1,False,False,1
True,0,True,1549.75,False,True,False,75.9,True,False,0
True,0,False,773.65,True,False,False,94.0,False,False,1
False,0,False,19.75,False,False,False,19.75,False,False,1
True,0,False,419.4,False,False,False,19.7,False,True,0
True,0,True,2312.55,False,True,True,90.1,True,False,0
True,0,False,1816.2,True,True,False,24.5,False,True,0
True,0,False,4749.15,True,True,False,99.35,False,False,1
True,1,False,69.70602883893673,True,False,False,69.70602883893673,False,False,1
False,0,False,76.30044337133296,False,True,True,20.97771729644917,False,False,1
True,0,False,4917.9,True,True,True,97.95,True,False,0
True,0,True,6311.2,False,True,False,99.65,True,False,0
False,0,False,74.6,False,True,False,74.6,False,False,0
True,1,False,69.38653512163738,True,True,False,69.38653512163738,False,False,1
True,0,False,808.9790952884682,True,False,False,77.18662095417834,False,False,1
True,0,False,39.85,False,False,False,20.7,False,False,0
False,0,True,3047.15,False,True,True,65.65,False,True,0
True,0,False,389.95,True,False,False,31.65,False,False,0
True,0,False,84.6,True,False,False,84.6,False,False,0
False,0,False,683.75,True,True,False,19.35,False,False,0
True,0,True,2317.1,False,False,False,101.35,False,False,1
True,0,False,35.46040473695784,True,False,False,35.46040473695784,False,False,1
False,0,False,439.75,False,True,False,20.25,True,False,0
True,1,False,829.55,True,False,False,105.5,False,False,1
True,0,False,679.8,False,False,False,19.25,True,False,0
False,0,False,235.05,True,False,False,84.3,False,False,0
False,0,True,2016.45,False,False,False,55.6,True,False,0
False,0,False,593.75,False,False,True,50.25,False,False,1
False,0,False,475.25,False,False,False,24.8,False,False,0
True,1,True,7904.25,False,True,True,109.7,False,True,0
False,0,True,2649.15,False,True,False,94.65,False,False,1
True,1,True,3249.8194330230895,True,True,True,51.472195151099925,True,False,1
True,0,False,164.16931963883255,True,False,False,76.07575229691145,False,False,1
False,0,False,60.1,False,False,True,60.1,False,False,1
True,1,False,2471.25,True,False,True,73.0,True,False,0
True,0,False,111.4794517317135,True,True,False,19.643035725145634,False,False,1
True,0,False,3064.298495034861,True,False,False,84.87447356335656,False,False,1
True,0,True,6444.678025783465,True,True,True,102.49821235478734,True,True,1
True,0,False,4401.30352991951,True,True,True,101.02839927571517,False,False,1
True,0,False,214.39420379905528,False,True,False,20.57043800330028,False,False,1
False,0,True,5769.6,True,True,False,89.75,True,False,1
True,0,True,5953.0,False,True,True,109.6,False,False,0
False,0,False,321.4,True,True,False,20.4,False,False,0
True,0,True,5573.680939874468,True,True,True,94.56572669421212,False,True,1
True,0,False,1095.65,True,False,True,89.4,False,False,1
False,0,False,70.5,True,False,False,70.5,False,False,1
True,0,True,1369.9743162684374,True,True,False,90.11289913947479,False,False,1
True,1,False,73.77820920478969,True,True,False,73.77820920478969,False,False,1
False,0,True,4741.45,False,True,False,70.95,False,True,0
True,0,True,4539.004092375935,True,True,False,100.12906401774312,False,False,1
True,0,True,5980.55,False,True,True,82.3,False,True,0
True,0,False,70.23386575283803,True,False,False,70.23386575283803,False,False,1
False,0,True,1249.25,True,False,False,54.4,False,False,0
False,0,True,878.1136683320123,True,True,False,43.66244464734913,False,False,1
True,1,False,2659.9329260263794,True,True,False,84.1075548530401,False,False,1
True,0,False,893.7488175799612,True,True,True,95.0531495212878,False,False,1
False,0,False,505.95,False,True,False,45.9,False,False,0
False,1,False,106.8,False,False,False,19.5,False,False,0
False,0,True,2545.7,False,True,True,35.7,False,True,0
True,0,True,386.34659419138654,True,True,True,98.83114554472371,False,False,1
False,1,False,2172.05,True,True,True,107.05,False,False,0
False,0,False,20.25,False,False,False,20.25,False,False,1
True,0,False,242.32032927720027,True,False,False,78.59357551903086,False,False,1
True,0,False,524.7156305329922,True,True,False,77.684928502808,False,False,1
True,0,True,288.15785427106215,True,False,False,95.45591679120936,False,False,1
True,0,False,20.05,False,False,False,20.05,False,False,0
True,0,True,5327.25,False,True,True,86.8,False,False,0
True,0,True,5317.8,False,True,True,113.45,True,False,0
False,0,True,709.5,False,False,False,50.1,False,False,0
True,0,False,53.87966756195545,False,False,False,53.87966756195545,False,False,1
True,0,False,2757.85,True,False,False,83.35,False,False,1
True,0,True,6460.846805417339,True,False,True,111.72691939197061,True,True,1
True,1,False,1381.8,True,True,False,51.0,True,False,0
True,0,False,523.1711643474646,True,False,False,79.63560608122415,False,False,1
True,0,True,346.45,True,True,False,29.6,False,False,0
True,0,False,827.6793866220222,True,True,False,74.48800239953393,False,False,1
True,0,False,251.75,False,True,True,79.65,False,False,1
False,0,False,1025.05,False,False,False,19.65,False,True,0
True,0,True,5826.65,True,False,True,105.85,True,False,0
True,1,False,2747.2,True,True,True,76.05,False,False,0
True,0,True,2003.6,False,True,True,60.85,False,False,0
True,0,False,3243.45,True,True,True,104.2,False,False,1
True,0,False,1146.70549566034,True,True,False,99.06720029853724,False,False,1
True,0,False,1439.35,False,False,True,56.15,False,False,0
False,0,False,309.25,False,True,False,19.35,False,True,0
True,0,False,196.39309820709767,True,True,False,53.19731321213831,False,False,1
False,0,False,778.1,False,False,False,95.65,False,False,1
True,0,False,36.55,False,True,False,24.4,False,False,1
True,0,False,801.3970555449089,True,False,False,78.84241778327973,False,False,1
True,1,False,4370.25,True,False,False,79.5,False,False,1
False,0,True,3593.8,False,False,False,79.2,False,True,0
True,1,False,39.65,True,False,False,39.65,False,False,1
True,0,False,3958.25,False,False,True,73.9,False,True,0
True,0,False,338.6200167513059,True,False,False,76.41839805268297,False,False,1
True,0,True,3942.0469317116363,True,False,True,87.22181962631112,False,False,1
True,1,False,6223.3,False,False,False,95.45,False,False,0
True,0,True,2976.95,False,False,True,78.9,False,False,0
True,0,False,3950.6277097448333,True,True,False,78.90068424773611,False,True,1
True,0,False,348.15,False,False,False,44.4,False,False,0
True,0,False,1474.9,False,True,False,50.0,False,False,0
True,0,False,6602.9,False,True,False,95.0,True,False,0
True,0,True,6096.9,False,True,True,83.7,False,True,0
False,0,False,730.4,False,True,False,19.7,False,True,0
True,0,False,143.81866975053336,True,False,False,79.55661017676003,False,False,1
True,0,False,706.6,True,False,False,74.75,False,False,1
False,0,True,6590.8,False,False,True,104.5,True,False,0
False,1,False,85.15,False,False,False,44.95,False,False,1
True,1,False,71.65,True,False,False,71.65,False,False,1
True,0,False,5121.75,False,False,False,94.75,True,False,0
True,1,False,477.7,True,False,False,89.5,False,False,1
False,1,False,429.55,False,False,False,20.5,True,False,0
False,0,True,2070.75,False,True,False,40.65,False,False,0
False,0,False,497.55,True,False,False,83.9,False,False,1
True,0,False,3301.6416705330575,True,True,True,84.82808047522268,False,False,1
True,0,False,152.30303762846668,True,True,True,79.06996895109243,False,False,1
False,0,False,316.2,True,False,False,25.0,False,False,0
True,0,False,5042.75,False,False,True,94.45,True,False,0
False,0,False,49.65,False,True,False,20.0,False,False,0
True,0,True,3175.85,True,False,True,59.2,False,True,0
False,0,False,607.7,False,False,False,19.8,True,False,0
True,0,False,5464.65,True,False,False,95.25,False,True,1
True,1,True,7168.25,True,True,True,99.4,False,True,0
False,0,True,5692.65,False,True,False,89.45,True,False,0
True,0,False,3440.25,False,True,False,95.0,False,False,0
True,0,False,6877.346151826652,False,True,True,101.0275144304248,True,False,1
True,1,False,950.2,True,True,False,80.45,False,False,1
True,0,True,53.596538998839364,True,False,True,53.596538998839364,False,False,1
True,0,True,1358.991552342915,True,True,False,102.14299634359037,False,False,1
False,0,False,2369.3,False,True,True,80.8,False,True,0
False,0,True,3375.9,False,True,True,80.45,True,False,0
False,0,False,1710.9,False,True,False,25.4,False,True,0
True,0,True,2847.2,False,True,True,71.35,False,False,0
True,0,True,822.4269100823637,True,False,True,99.75569548974991,False,False,1
True,0,False,816.1532495421756,True,True,False,83.07739335856955,False,False,1
True,0,False,80.46073114591758,False,False,False,80.46073114591758,False,False,1
True,0,True,5585.4,False,True,True,80.1,False,True,0
True,0,False,543.8,False,True,False,19.55,False,False,0
True,0,False,90.55,True,False,False,90.55,False,False,1
True,0,True,1081.45,True,False,False,104.4,False,False,1
True,0,True,1201.65,False,True,False,70.35,True,False,0
False,0,False,3835.55,True,True,False,100.0,True,False,0
True,0,False,2227.1,True,True,False,81.05,False,False,1
True,0,False,4458.15,True,True,False,77.75,False,False,1
False,0,False,184.1,False,False,False,20.4,False,False,0
False,0,False,215.8,False,False,False,74.4,False,False,1
True,0,False,624.6,False,False,False,80.0,False,False,0
True,0,False,336.5698721298827,True,False,False,84.95313932856305,False,False,1
True,0,True,6965.596041662643,False,True,True,106.64881199761027,True,True,1
True,0,False,79.81635800405881,False,True,False,79.81635800405881,False,False,1
True,0,False,1725.95,False,False,True,87.7,True,False,0
True,0,True,3688.6,False,False,False,105.35,False,False,0
True,0,False,114.75449124541497,False,True,False,49.67492546244558,False,False,1
True,0,True,7133.45,False,False,True,115.05,True,False,0
False,0,False,1802.15,True,True,False,64.4,False,False,0
True,1,False,5458.8,False,True,False,97.8,True,False,0
False,0,False,20.55,False,True,False,20.55,False,False,1
True,0,False,222.65,True,False,False,21.2,False,False,0
True,0,False,471.85,False,False,False,19.6,True,False,0
True,1,True,5831.2,False,True,True,82.7,False,True,0
True,1,True,4873.174413914369,True,True,False,105.68677825279283,True,False,1
True,1,False,3496.3,True,False,False,101.4,False,False,1
True,0,True,1223.3397177169848,False,False,False,51.54406035169614,False,False,1
True,0,False,80.41418112539998,True,True,False,80.41418112539998,False,False,1
True,0,False,79.35,False,True,False,79.35,False,False,1
True,0,False,5921.35,False,True,False,104.5,False,False,1
False,0,False,215.25,False,False,False,20.35,False,False,0
True,0,False,2239.4,False,False,True,104.55,True,False,0
True,1,False,1178.25,False,True,False,74.3,False,False,1
False,0,False,1412.65,False,True,False,20.2,False,True,0
True,0,True,7966.9,False,True,False,110.3,False,True,0
True,0,True,858.7557441953123,True,True,True,80.10136970548984,False,False,1
True,0,True,2283.3004408418656,False,True,True,52.55,False,True,0
True,0,True,515.75,False,True,True,71.35,False,False,0
True,1,True,7099.0,False,True,True,111.6,False,True,0
True,0,True,27.825498586653353,False,False,False,27.825498586653353,False,False,1
True,1,False,2572.95,True,True,False,44.85,False,False,1
True,0,False,2416.55,True,True,False,70.3,False,False,1
True,0,False,273.0,False,False,False,70.9,False,False,1
False,0,True,2657.55,True,False,True,69.95,False,False,0
True,1,False,2653.9407875335014,True,True,False,96.54003539704189,False,False,1
False,0,False,293.15,True,False,False,95.4,False,False,0
True,0,False,1161.3874660280403,True,True,False,96.59050709266606,False,False,1
True,1,False,6578.55,True,True,False,104.35,False,False,0
True,0,False,2647.2,False,True,False,78.95,True,False,0
False,0,False,849.9,False,False,False,19.8,True,False,0
False,0,False,246.40493668047412,False,True,False,23.22840341414044,True,False,1
False,1,True,6440.25,False,True,True,92.45,False,True,1
False,0,True,842.25,False,False,True,67.8,False,False,0
True,0,False,3087.279324022183,True,False,True,67.01481120810602,False,False,1
True,1,False,69.25,True,False,False,69.25,False,False,1
True,0,False,50.8,True,False,True,50.8,False,False,1
False,1,True,5839.3,False,False,False,108.1,False,False,0
True,0,False,1493.2,False,True,False,20.9,False,True,0
True,0,False,2151.6,False,True,True,85.2,False,False,0
True,1,True,667.7291029068267,True,True,False,97.89445513384818,False,False,1
True,1,True,1752.65,False,True,True,69.5,False,False,0
True,0,False,6967.592957008901,True,True,True,107.16710944751779,True,False,1
True,0,False,474.48581835879,True,True,True,84.57139388040333,False,False,1
True,0,False,1422.3147496790784,True,True,False,84.58450577658726,False,False,1
True,0,False,78.90918003737322,True,False,False,78.90918003737322,False,False,1
True,0,False,96.45,False,False,False,45.0,False,False,1
True,1,False,6382.0,False,True,False,95.35,False,False,0
True,0,False,1776.95,False,False,True,99.85,False,False,1
False,0,False,1125.6,False,False,False,20.65,False,True,0
True,0,False,814.9059911689004,False,False,False,84.7122031981657,False,False,1
True,0,True,102.45,True,True,False,102.45,False,False,1
True,0,False,1562.6110645561723,False,True,True,57.244720263937275,False,False,1
True,0,False,574.7504409937893,True,False,False,92.87311859020762,False,False,1
True,0,True,113.1,False,True,False,62.15,False,False,0
False,0,False,77.28021326694645,False,True,False,20.41099759127518,False,False,1
True,1,False,75.3,False,False,False,75.3,False,False,1
True,0,False,362.9828478812345,True,False,True,92.61504152556101,False,False,1
True,0,False,523.6587009257385,True,False,True,77.23154646971827,False,False,1
True,0,False,513.2098130200685,True,False,False,98.33335828083295,False,False,1
True,0,False,4871.548873090747,True,True,False,99.96091551950937,False,False,1
True,0,False,651.4,False,False,True,72.9,False,False,1
True,0,False,5088.4,False,True,True,95.65,False,False,0
True,0,False,5265.365111849142,True,True,False,81.03248325035337,False,True,1
True,1,False,75.75,True,False,False,75.75,False,False,1
True,0,True,3038.070696227894,True,True,True,54.59090523885708,False,True,1
True,0,False,894.6225691980097,True,False,False,91.97775436459013,False,False,1
True,0,False,435.8204570645223,True,False,False,44.46687323559881,False,False,1
False,1,False,5438.95,False,True,False,94.0,False,False,0
True,1,True,4824.45,False,True,True,85.65,False,True,0
True,0,False,1379.8423616977345,True,True,False,82.96500117131725,False,False,1
False,0,True,1842.7,False,True,True,40.4,False,True,0
True,0,False,5087.099888683488,False,True,True,106.24868218131007,True,False,1
True,0,False,1499.2025594361417,True,True,False,92.998333603062,False,False,1
True,0,False,2406.1,False,False,False,70.4,False,False,0
True,0,False,2697.820971120376,True,True,False,87.72428786210075,False,False,1
True,0,False,3314.15,True,True,False,95.25,False,False,0
False,0,False,299.2,True,False,False,77.85,False,False,1
False,0,False,169.65,True,True,False,44.8,False,False,0
True,0,False,134.65047106255005,False,True,False,69.21980387558659,False,False,1
True,0,True,387.4425275922823,True,False,True,94.42861280583107,False,False,1
False,0,True,1498.65,False,False,False,52.85,False,True,0
True,0,False,6936.85,True,True,False,105.2,False,False,0
True,1,False,916.75,True,True,False,70.15,False,False,1
True,0,False,627.4,False,True,False,85.2,False,False,1
True,0,False,1058.6422702852617,True,False,False,84.45,False,False,1
True,0,False,4616.05,False,True,True,73.8,False,True,0
True,0,False,80.05,False,True,False,80.05,False,False,1
True,0,True,266.95,False,False,True,55.75,False,False,0
False,0,True,6733.0,False,True,True,92.65,False,True,0
False,0,False,19.95,False,False,False,19.95,False,False,0
True,0,False,67.1,False,False,False,20.75,False,False,0
True,0,False,74.47860038268291,True,False,False,74.47860038268291,False,False,1
True,0,True,493.4,False,False,True,80.25,False,True,0
True,0,False,2977.3427665576055,False,True,True,56.01802607762204,False,False,1
False,0,True,1755.35,False,False,True,38.25,False,True,0
False,0,True,29.75053202059364,False,False,False,29.75053202059364,False,False,1
False,1,False,2106.3,False,True,True,64.2,True,False,0
False,0,True,6109.65,False,True,False,109.8,True,False,0
True,0,True,1462.4992304111695,True,True,False,86.33472564557461,False,False,1
False,0,True,139.35,False,False,True,34.25,False,False,1
True,1,True,6766.95,False,True,True,96.35,False,True,0
False,0,False,57.4,True,False,False,19.9,False,False,0
True,0,False,3266.0,False,True,False,86.3,False,False,1
False,0,False,1288.0,False,False,False,24.95,False,True,0
False,1,True,6430.9,False,True,False,97.0,True,False,0
True,1,False,45.85,False,False,False,45.85,False,False,0
False,0,False,1077.95,False,True,False,24.25,False,True,0
True,0,False,816.7887611934121,True,False,False,78.0076491059388,False,False,1
False,0,False,989.05,False,False,False,19.75,True,False,0
True,0,True,911.2502168508422,True,False,False,75.2259825239688,False,False,1
True,1,False,577.15,False,True,False,34.3,False,False,0
True,0,False,817.9859059773157,True,False,False,80.84793378931792,False,False,1
True,0,False,26.128984875035588,False,False,False,21.726428669077876,True,False,1
True,0,False,583.8827310613495,True,True,False,84.39584403707683,False,False,1
True,0,False,778.0405189285175,True,True,False,95.85459698090628,False,False,1
True,0,True,2278.75,False,True,True,62.8,False,True,0
True,1,False,263.05,True,False,False,44.4,False,False,0
False,0,False,677.05,False,True,False,19.8,True,False,0
True,0,False,1948.35,True,True,False,94.3,False,False,0
False,0,True,4055.5,False,True,True,60.25,False,True,0
False,0,True,7251.7,False,True,True,99.9,False,True,0
True,0,False,19.273059515717595,False,False,False,19.273059515717595,False,False,1
True,0,False,793.1101675446863,True,False,False,83.72619071105875,False,False,1
True,0,False,415.95,False,False,True,59.5,False,False,1
True,0,False,1309.0,True,False,False,39.1,True,False,0
True,0,False,152.71949761499798,True,False,False,70.16525119250102,False,False,1
False,0,False,31.55,False,False,False,19.5,False,False,1
True,0,False,788.55,False,False,False,25.85,False,True,0
False,0,False,69.95,True,False,False,69.95,False,False,1
True,0,False,190.1,False,False,False,24.6,False,False,0
True,0,False,45.1,False,False,False,45.1,False,False,1
True,0,False,3549.25,True,False,False,106.35,False,False,1
True,0,True,5728.55,True,True,True,80.8,False,True,0
False,0,False,577.6,True,False,False,89.3,False,False,1
False,0,False,71.1,False,False,False,71.1,False,False,0
True,0,True,699.0040496254734,True,True,True,53.85221330479797,True,False,1
True,0,False,4264.054593774342,True,True,False,100.45522670388458,False,False,1
True,0,False,74.95234025444269,True,False,False,74.95234025444269,False,False,1
True,0,True,1652.95,False,False,False,56.7,False,False,0
False,0,True,6118.95,True,True,False,109.55,False,False,0
True,0,False,20.190009648368065,False,False,False,20.190009648368065,False,False,1
False,0,False,329.75,False,True,False,19.9,True,False,0
True,0,False,836.35,False,True,False,49.8,False,False,0
False,0,True,2530.4,False,False,True,85.35,True,False,1
True,0,False,2407.3,True,False,False,98.75,False,False,1
False,1,True,104.2,False,False,False,54.85,False,False,1
True,0,False,417.62736316231064,True,True,False,47.16677283545198,False,False,1
False,0,False,398.55,False,False,False,20.5,False,True,0
True,0,False,247.50460120622785,True,True,False,77.24552144747338,False,False,1
True,0,False,7459.0,False,True,False,104.45,True,False,0
True,0,False,1462.6,False,True,False,44.55,False,False,0
True,1,False,1258.3,True,True,True,83.05,False,False,1
False,1,False,4495.65,True,True,True,104.15,False,False,0
True,1,False,6891.45,True,True,False,104.9,True,False,0
True,0,False,279.3,False,False,False,19.3,False,False,0
False,0,True,5215.25,True,True,True,86.1,False,True,0
True,0,False,333.6,False,False,False,76.65,False,False,1
True,0,False,19.3,False,False,False,19.3,False,False,0
False,0,False,2688.45,True,False,False,100.2,True,False,0
False,0,False,53.15,False,False,False,18.75,False,False,0
True,0,False,3704.15,False,False,True,85.25,True,False,0
True,0,False,1115.2,True,False,False,84.6,False,False,1
True,0,False,69.97931993593404,False,True,False,69.97931993593404,False,False,1
True,0,False,2745.492076049165,True,True,False,90.20451704127665,False,False,1
False,0,False,2209.15,True,False,True,59.3,True,False,0
False,0,True,1863.8,False,False,True,74.3,True,False,1
False,0,True,770.4,False,False,True,35.1,False,True,0
True,0,False,45.679590116274895,False,False,False,45.679590116274895,False,False,1
True,1,False,1167.8,False,True,False,71.8,False,False,1
True,0,False,50.522976935573844,True,False,True,50.522976935573844,False,False,1
True,0,False,5099.15,False,True,False,90.4,False,False,0
True,1,True,3147.15,True,True,False,83.45,False,False,0
False,0,True,308.25,True,False,True,54.2,False,False,1
False,0,True,2201.75,False,True,True,70.5,True,False,0
True,0,False,1269.6,False,False,True,51.1,False,False,0
True,0,False,2740.431679911452,True,True,False,95.58751300390587,False,False,1
True,0,False,3711.815932927147,True,True,True,97.53668628833371,False,False,1
True,0,False,1056.0617646295761,True,False,False,86.61978184891079,False,False,1
True,0,False,108.91537396995247,True,False,True,36.691766062892064,False,False,1
True,0,False,450.4423414019918,True,True,False,62.52983676139664,False,False,1
True,1,False,2215.4,True,True,False,53.95,False,False,0
True,0,True,1067.1798498418475,False,True,True,48.31265164715723,True,False,1
False,0,True,54.5,True,False,True,54.5,False,False,0
True,0,True,6256.681282548482,True,True,True,106.98117011213432,True,False,1
True,0,True,997.2558403579719,False,False,False,70.36539749081834,False,False,1
True,1,True,6287.25,True,True,False,108.85,True,False,1
True,0,False,1464.79454150717,True,True,False,79.40351780964424,False,False,1
True,0,False,449.7671050416059,True,False,True,91.42202567001307,False,False,1
True,0,False,340.85,True,False,False,81.0,False,False,1
True,0,False,303.1358202098862,True,False,False,78.99587170667573,False,False,1
True,0,False,1178.8321008917228,False,True,False,38.53357833771908,False,False,1
True,0,False,20.45,False,False,False,20.45,False,False,0
True,0,False,868.7900453269882,False,True,False,78.92491012752348,False,False,1
True,0,True,2138.607756358321,True,False,False,58.89950135953467,False,False,1
True,0,False,2932.6079349174315,True,True,False,97.14674934278653,False,False,1
False,0,True,6363.45,True,False,False,104.0,True,False,0
True,0,True,7881.2,False,True,True,110.15,False,True,0
True,0,False,856.35,True,False,False,30.6,False,False,1
True,1,False,85.05,True,False,False,85.05,False,False,1
True,0,False,44.9,False,False,False,44.9,False,False,0
True,0,False,3545.35,False,False,False,101.9,False,False,1
True,0,False,81.95,True,False,False,81.95,False,False,1
True,0,False,612.5774330119332,True,True,False,52.84893050946197,False,False,1
True,0,True,2447.45,False,True,False,72.75,False,False,0
False,0,False,1336.65,False,True,False,19.8,True,False,0
True,0,False,2341.55,True,False,False,93.5,False,False,0
True,0,False,2547.7020128334475,True,True,False,50.38544198131042,True,False,1
False,0,False,1379.8,False,True,False,19.7,False,True,0
True,0,False,20.50747714245103,False,True,False,20.50747714245103,False,False,1
False,0,False,122.9,False,True,False,19.55,False,False,0
False,0,False,19.3,False,False,False,19.3,False,False,0
False,0,False,855.1,False,True,False,19.25,False,True,0
True,0,False,413.9967137546438,True,True,False,82.10360982705133,False,False,1
True,0,False,302.43030916162087,True,True,False,95.13415595077923,False,False,1
False,0,False,853.1,True,True,False,89.45,False,False,1
True,0,False,86.33737598074578,True,False,False,86.33737598074578,False,False,1
False,0,False,1861.1,True,True,True,56.85,False,False,0
True,0,False,6480.9,False,True,True,92.15,False,True,0
True,1,False,1750.85,True,True,True,50.0,False,False,0
True,0,False,1882.8,False,True,False,59.05,False,False,0
True,0,False,572.2,False,False,False,19.8,True,False,0
False,0,False,78.25,False,True,False,25.0,False,False,0
True,0,False,5038.45,False,False,True,100.2,False,True,0
True,0,False,1345.75,True,False,False,74.15,False,False,0
True,0,True,2755.0525826102494,True,True,False,93.88510143028631,False,False,1
True,0,False,536.4,False,False,False,93.55,False,False,1
True,1,False,69.3764225507512,True,True,False,69.3764225507512,False,False,1
False,0,False,123.65,False,False,False,20.2,False,False,0
False,0,False,79.9,True,False,False,79.9,False,False,1
True,1,False,187.45,True,False,False,85.55,False,False,1
True,1,False,2293.6,True,False,False,94.75,False,False,1
True,0,False,402.77113152546644,True,True,True,84.4296655658582,False,False,1
True,0,False,747.2,False,False,False,45.65,False,False,0
True,0,False,2807.1,False,False,True,98.8,False,False,0
True,0,True,7422.1,True,True,False,99.15,False,True,0
True,0,True,331.3,True,True,False,49.75,True,False,1
True,1,False,3744.05,True,False,False,101.1,False,False,1
True,1,False,2196.15,True,False,False,89.5,False,False,1
False,0,False,340.25,True,True,False,48.7,False,False,1
True,0,False,55.25,False,True,False,19.6,False,False,0
False,0,True,6094.25,False,True,True,86.65,False,True,0
True,0,False,293.6889497553732,True,True,False,95.19423402229984,False,False,1
False,0,False,299.4,False,False,False,19.6,False,False,0
True,1,False,5688.05,False,True,False,100.65,False,False,1
True,1,False,85.42408705144337,True,False,False,85.42408705144337,False,False,1
True,0,False,7245.9,False,True,True,110.8,False,True,0
True,0,False,4285.8,False,True,True,95.2,False,True,0
True,0,False,1066.15,False,True,False,24.45,True,False,0
True,0,False,345.5,False,True,False,43.45,True,False,0
True,0,False,74.95466451903775,True,True,False,74.95466451903775,False,False,1
True,1,False,1527.5,False,True,False,50.4,False,False,1
True,0,False,1009.6892925793957,True,False,False,80.53457338048254,False,False,1
False,0,False,1354.4,True,True,False,20.35,False,True,0
False,0,False,1328.35,False,True,False,19.85,False,True,0
True,0,False,5075.539064850086,True,True,True,104.61691537363448,True,False,1
True,0,False,225.6,True,True,False,50.9,False,False,1
False,0,False,237.65,False,False,False,90.7,False,False,0
True,0,True,2989.6,True,False,False,90.65,False,False,0
True,0,False,31.2,True,False,False,19.65,False,False,0
True,0,False,1038.3648072047324,True,True,False,98.18339269696415,False,False,1
True,0,True,571.15,True,True,False,49.2,False,False,0
True,1,False,1548.65,False,True,False,24.4,False,True,0
False,0,False,1304.85,False,False,True,56.75,False,True,0
True,0,False,3457.9,False,True,False,97.35,False,False,1
True,0,False,92.75,False,False,False,50.3,False,False,0
True,0,True,6721.6,False,True,True,104.4,True,False,0
False,0,False,20.4,False,False,False,20.4,False,False,0
True,1,False,476.22320166073337,True,True,False,86.78374591170602,False,False,1
False,0,True,861.4061603414049,False,False,True,80.17209063261586,True,False,1
True,0,True,5228.460967782688,True,True,False,85.05541407957499,False,False,1
True,0,False,342.4,False,False,False,19.7,False,False,1
True,0,False,2587.7,False,False,True,79.45,True,False,1
True,0,False,2259.35,True,False,True,89.55,False,False,0
True,0,True,5237.4,True,True,True,74.35,False,True,0
True,0,False,178.7,False,False,False,86.2,False,False,1
False,0,False,3297.0,False,True,False,60.6,True,False,0
True,0,True,8124.2,False,True,True,113.65,False,True,0
True,0,False,475.1,True,True,False,54.4,False,False,0
True,0,False,355.2,True,False,False,88.95,False,False,1
True,1,True,1637.3,True,False,False,87.3,False,False,0
True,0,False,340.85,False,True,False,19.45,False,False,0
False,0,True,4016.3,True,True,False,79.2,False,True,0
True,0,False,1192.3,False,False,False,20.2,False,True,0
True,1,False,1217.25,True,False,False,80.2,False,False,1
True,1,False,2357.75,True,True,False,84.3,False,False,0
True,1,False,1259.35,True,True,False,60.0,False,False,0
True,0,True,5577.408011062912,True,True,True,94.9368640507595,True,False,1
True,0,True,4747.65,False,True,True,81.05,False,True,0
